Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Lower middle income,LMC,..,41.893653401709,33.7996169080622,33.9263899837639,34.8940762177614,35.3520579593504,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Middle East & North Africa,MEA,60.6207165673463,67.0778980219022,52.1967501963352,52.4519947677244,48.6892162941055,45.0684778444258,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Middle East & North Africa (excluding high income),MNA,66.4797978972019,67.7504449459099,51.1264060049303,50.306711350009,47.5277600350723,47.2414590026209,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Middle East & North Africa (IDA & IBRD countries),TMN,66.479797897202,67.7504449459099,51.1264060049302,50.306711350009,47.5277600350723,47.2414590026209,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Middle income,MIC,41.4054048263059,33.6201164640571,23.88070389309,24.3238055145707,24.8713962053293,25.3279563889024,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,North America,NAC,41.785593310989,40.51845734243,41.0048741716965,41.1463365725073,43.3418223713426,43.7518208680009,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,OECD members,OED,46.4159535502142,43.6784674718417,40.3402736242703,40.689659214894,41.0128654940074,41.2698244136529,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Other small states,OSS,..,39.6750342099529,25.4309788686313,20.4229517345371,19.5851439581254,19.8047566282829,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Pacific island small states,PSS,96.5053109307838,88.7095943877551,95.7415177438114,102.855600380517,112.940406147262,92.2555393320946,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Post-demographic dividend,PST,46.7612699874669,42.9816195403896,39.857355602488,40.4562212084331,41.0997221143571,41.1513456493745,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Pre-demographic dividend,PRE,57.0493611500956,62.9687111849073,67.7768563481731,70.2907568364409,67.0847331918259,70.3532056791493,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Small states,SST,48.9243396358395,48.1327867693296,31.7400702569609,27.0068039398385,26.6030059666698,27.6741038811308,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,South Asia,SAS,31.476342320811,35.2910791215531,25.6981451804617,26.0401556938761,29.4728915447426,31.2385829178155,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,South Asia (IDA & IBRD),TSA,31.476342320811,35.2910791215531,25.6981451804617,26.0401556938761,29.4728915447426,31.2385829178155,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Sub-Saharan Africa,SSF,31.3817282903873,29.1392058082767,33.5237588139374,36.3315350391504,36.134007871528,37.2102814566408,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Sub-Saharan Africa (excluding high income),SSA,31.3558540588985,29.0986507171825,33.4977431058133,36.2900150685719,36.0929520614213,37.1549145712726,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Sub-Saharan Africa (IDA & IBRD countries),TSS,31.3817282903873,29.1392058082767,33.5237588139374,36.3315350391504,36.134007871528,37.2102814566408,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,Upper middle income,UMC,39.7916536457823,30.4893918873261,20.8108447719828,21.1789478020755,21.5064050682608,21.8837379942019,..,..,..,..,..,..
CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,World,WLD,43.7712604310002,39.7251184008378,30.9332702931348,31.3253852633889,31.4544528140433,31.4440267276385,..,..,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Afghanistan,AFG,0.191389344873899,0.0551666066110075,0.29808781267706,0.283692395910162,0.297971774718822,0.268358772656602,0.281195815732375,0.299082634225993,0.297563650500103,0.223478872007068,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Albania,ALB,1.84403546341413,1.03156754537918,1.65638950333875,1.79571244233506,1.66521852478371,1.5900693334483,1.88055711291312,1.85464154039805,1.74946245713759,1.54455011524574,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Algeria,DZA,2.466365604238,2.60106533887127,3.65846867891071,3.81152114717356,3.95196093867474,3.83383422168475,3.83368112626665,3.92429872230088,3.99440182789199,3.7182233703076,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Andorra,AND,7.59215217756538,7.92701635475135,6.67423318900893,6.44593066279443,6.48576924149081,6.46528811690102,6.30209786421442,6.59405703011478,6.2872038038851,5.77714799227799,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Angola,AGO,0.554941321223965,0.988416415650984,1.0310436355189,1.0914970571178,1.12518536428885,1.01255212444657,0.829723216824015,0.755827619476188,0.753638205444169,0.592742967779037,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Antigua and Barbuda,ATG,3.4455533097524,4.16361335020985,5.34368396668814,5.34089380967323,5.45023960151655,5.5264785124332,5.48842722154545,5.5508261847074,5.52558159731646,5.12173012173012,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Argentina,ARG,3.07356315436491,3.56791849018313,4.34225013023383,4.20911189491323,4.30191380564475,4.20181586904703,4.07011168693629,3.97565074444479,3.74202981162433,3.4056175404138,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Armenia,ARM,5.57991912924335,1.12386749283499,1.896163384039,1.89589367216507,1.85625278998956,1.7679664042068,1.88339587008485,2.01377938113001,2.1965523671897,2.40468376195106,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Australia,AUS,15.4371827741345,17.8373183976585,16.7945880965987,16.1557451398864,16.1984582210401,16.3203306101751,16.1491503049618,15.8657135218488,15.5990453615115,14.7761369066259,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Austria,AUT,7.59010660536478,7.93085896065763,7.754017978913,7.26093085754911,7.3188595368183,7.29077721621103,7.48703675539348,7.14114021108032,7.26333120118199,6.63264573733546,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Azerbaijan,AZE,7.45396643995986,3.44000198792337,3.28557436862051,3.3815556221401,3.29279481365619,3.30395789547903,3.24303764763118,3.29264124897847,3.54349533028946,3.39884957289227,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Bahamas, The",BHS,7.44276430753771,6.50833502556813,7.27447167120446,6.47314143566049,5.62112773970771,5.15359516738388,5.43882512154779,6.955357720462,6.48289363427156,6.04225147673512,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Bahrain,BHR,20.7520032159685,22.3159442371971,22.8688416095137,23.0965713649406,22.3856249935763,21.4953098652797,20.9460377778113,20.7379617303374,22.063354812112,21.9769078065259,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Bangladesh,BGD,0.107550001259477,0.160122047170439,0.408788178786231,0.42518945677671,0.46351707533422,0.50773927054082,0.541787825904309,0.586157624560863,0.559733655592985,0.510647559277094,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Barbados,BRB,3.87966067648377,4.48920678463067,5.19917649395915,4.62018861737053,4.56543549947318,4.63224343170081,4.22645037197291,4.54138182546266,4.16614319366122,3.90487115816925,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Belarus,BLR,9.79748655164197,5.30757213959263,6.34224947425193,6.29006780430576,5.799689168547,5.82946357939628,5.94640716888454,6.27957941620664,6.12342695003417,5.84240729590088,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Belgium,BEL,10.9670355667222,11.4400292647238,8.65194718679944,8.06155236787537,8.43483650630165,8.3106603919614,8.13943859065518,8.18436667928584,8.09379074556662,7.39813065774681,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Belize,BLZ,1.86374863765068,1.76867465870236,1.32699716845379,1.37284118807385,1.875949993192,1.77314715242858,1.71633844240485,1.64892976606136,1.89208291034323,1.74110771521393,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Benin,BEN,0.0643060696974083,0.203557490451232,0.453634928841865,0.488570533867478,0.503586323811604,0.598485713029697,0.592940505290305,0.636814493777282,0.60823677321991,0.631204805964476,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Bhutan,BTN,0.331977179366881,0.662185566588954,1.24573151741898,1.37487658839394,1.40204016284708,1.63838876655361,1.73186566700303,1.90828976926791,1.86720072342627,1.34005431673023,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Bolivia,BOL,1.4666876356537,0.943608123029713,1.68698792155035,1.78421940046278,1.8036741828399,1.8936936513003,1.89131542884796,1.88518817031758,1.85346150629409,1.53946469560316,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Bosnia and Herzegovina,BIH,5.33243145221402,3.33905990165935,6.03937627554934,5.46245548950622,5.56957873339682,6.42249063914649,6.59666334014239,6.65145351838121,6.28566395622831,6.31230587447531,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Botswana,BWA,2.09277257703094,2.33574698101026,2.44513272580164,3.09192452937034,3.01483577574071,2.81808659692843,3.05495453485661,3.28847103849256,2.8796632558601,2.2634631138367,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Brazil,BRA,1.31313162278407,1.7835001158786,2.4134465369818,2.51459195963426,2.36536062099671,2.16125984748939,2.18548661863967,2.06426147881772,2.05077012882977,1.94252335631484,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Brunei Darussalam,BRN,12.447313765615,14.128579385852,17.5097521994064,16.9931550247686,15.1806794372587,16.358211618004,16.9430783961922,17.3623104307419,16.111932938856,21.7058124398664,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Bulgaria,BGR,8.44267722714858,5.31458823633089,5.45906018005221,5.82153390574504,6.2073775238782,5.83441898521035,6.20201084038645,5.82177716644055,5.61371010274005,4.92328037940501,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Burkina Faso,BFA,0.0650614952141307,0.0882723122527116,0.167097517816553,0.164943646730665,0.203109100380761,0.207403201722726,0.233173679706721,0.252428280421403,0.26950158887331,0.253533188747507,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Burundi,BDI,0.0342098981489637,0.0416319271539568,0.0361000266316517,0.0347596973886301,0.0341936179122354,0.0405380853018533,0.0474291236691765,0.057850230113233,0.0595713389942667,0.0583840218352736,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Cabo Verde,CPV,0.504165260873978,0.667319874915712,0.929732933288884,0.909030977373113,0.905343682877975,0.972252567183745,1.0349515181767,1.04113781114212,1.06961509800184,1.06515172319099,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Cambodia,KHM,0.141448003368494,0.16197918596341,0.382514750478394,0.456727603783544,0.546949078655501,0.708268456939398,0.799744091997512,0.845896953293299,1.11633042620485,1.13758365931038,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Cameroon,CMR,0.253706743000318,0.345165659770598,0.347933813621414,0.368742288253346,0.369370823329051,0.378493591541366,0.372071194814649,0.388794447700892,0.370691707164993,0.37478265803136,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Canada,CAN,15.1489693200763,16.7574667443141,15.8408097562138,15.8521772244521,15.6499072848632,15.4218225254765,15.5471947150649,15.6366541621759,15.0527469447143,13.5993749178773,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Central African Republic,CAF,0.0526836443270216,0.0646951321701333,0.0251122973629173,0.0271738337653223,0.0382625562500039,0.0420865723239598,0.0445090109733524,0.0449675942827757,0.0451882048419334,0.044282072685485,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Chad,TCD,0.0667402428219058,0.0614349901206385,0.112528284150601,0.108278189161726,0.104563037463065,0.10072718438851,0.0986485114163678,0.0998063984014571,0.0981963885605548,0.0942281870969025,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Chile,CHL,2.28838357690416,3.28459876265967,4.74008312428523,4.3285934591455,4.60323610513279,4.78352570264377,4.74380241866313,4.62965705867727,4.82762007480769,4.39515106359663,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,China,CHN,1.91454626338438,2.65040910152893,7.32015492503154,7.30471287157582,7.14513153508327,7.10547993572515,7.22616015441748,7.53319313353674,7.64543578560038,7.75613790659769,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Colombia,COL,1.5141806977389,1.50440639819294,1.68098788159418,1.71582096359122,1.71939023077553,1.75379580314977,1.56507517599547,1.61039151744768,1.57782014077396,1.55225942282078,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Comoros,COM,0.151930209524516,0.195432578554954,0.274809727864019,0.240550116706688,0.254582205813075,0.292000343056851,0.366303251827578,0.389920045136433,0.412396679587249,0.407112182850678,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Congo, Dem. Rep.",COD,0.0883361272169165,0.0336292442720414,0.0539000662686987,0.0675486326218718,0.0410822170168305,0.029732419887336,0.0337552149879134,0.0323112350811435,0.0337148799163223,0.0325847808481787,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Congo, Rep.",COG,1.34195649850027,1.38702756514775,1.10015273196348,1.04656126835517,1.11662104744781,1.0599164344115,1.01776241731516,1.14258944301682,1.25766214248646,1.25459166977367,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Costa Rica,CRI,0.909110194781735,1.24316664208044,1.62342547847402,1.61681138693653,1.53984215693524,1.61952841186564,1.63671577915361,1.62012119663525,1.56482445188662,1.35999554957394,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Cote d'Ivoire,CIV,0.227143353701847,0.386281397194112,0.386857284358351,0.399942510628685,0.415553147784264,0.396202600337942,0.425136558186376,0.399890358464121,0.414528305155615,0.406347356890383,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Croatia,HRV,4.25786751198568,4.0360745536,3.99714358826503,3.83079514409838,3.94953949039919,4.04297771940008,4.22057683649365,4.02006632837905,4.06451947763153,3.86070539173057,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Cuba,CUB,3.35209115170495,2.55300140260158,2.54997116568281,2.35413332090837,2.57584418337596,2.39608281140947,2.31478144967474,2.35469857464228,2.15774090266798,2.15276967847473,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Cyprus,CYP,5.82270133164236,7.51679168815391,5.50803449623297,5.78745024405371,5.77109022303079,6.02664204541186,6.09107149801866,5.9061510578579,5.85187933947248,5.47199800894842,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Czechia,CZE,14.8208689239845,12.161475751051,9.78767716870935,9.49713106845789,9.59291997133716,9.74775352506433,9.77398706755375,9.66462802005809,9.15611790623386,8.30401749583889,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Denmark,DNK,10.1106043078901,9.85127020370004,7.11686267972613,6.34715312817014,5.93032476740055,6.16973434054759,5.75613445319845,5.71891295897775,5.10738642637222,4.69123730751634,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Djibouti,DJI,0.474900939579641,0.503212121293797,0.575032955905462,0.406607305525196,0.443772428370827,0.386480086703197,0.387797733776952,0.392452501801933,0.398763866464803,0.392329171237878,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Dominica,DMA,0.902404974021675,1.83331870189916,2.49059126113428,2.59474420146747,2.58402731155456,2.60435247948626,2.35217249264946,2.33398754641854,2.43741949935599,2.26126814362109,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Dominican Republic,DOM,1.10263649732838,2.18605044895725,2.09580517022116,2.08621475250958,2.26704601804065,2.33609927132434,2.21196208145507,2.35622376638923,2.36863439614581,2.08018172191441,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Ecuador,ECU,1.47586991069813,1.74644499860492,2.5250351571193,2.61945204390978,2.55560326309705,2.42048080897419,2.30876380731708,2.36682982605683,2.28505501120289,1.95757534925331,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Egypt, Arab Rep.",EGY,1.53361823715368,1.60588760442895,2.29022523426049,2.29224576651155,2.31554239924709,2.35935349574476,2.40241649556664,2.29401624327717,2.06316078338081,1.96112257208929,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,El Salvador,SLV,0.44405077602219,0.94514005412788,1.04367501384658,1.0616269261132,1.12301811600134,1.13992298228465,1.01248608906763,1.09058747913992,1.25994054027114,1.01328024350636,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Equatorial Guinea,GNQ,0.149500911826682,2.89396578279271,4.81534092050989,4.59132029991129,4.07892363098592,4.16755127322584,3.70119404919301,3.37429623105391,3.13998883473672,2.72573085162172,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Eritrea,ERI,0,0.264614188759988,0.178812007279529,0.178195686678652,0.170927836656581,0.172496431953649,0.171174998152745,0.196698529680667,0.199267295412336,0.198657542968412,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Estonia,EST,22.0147032770107,10.6890911498692,14.2993496950297,13.3847833280717,10.929773066435,12.0894671642131,12.7324303316269,11.8889360404909,7.58212010267556,5.33839981587368,..,..
